Corporation,corporation_kn,corporation_id,ac,ac_kn,ac_no,Assembly,ward_id,ward_name,ward_name_kn,TOT_P,TOT_M,TOT_F,SC_P,SC_M,SC_F,ST_P,ST_M,ST_F,RO_Code,RO_Division,ARO_Code,ARO_ Sub Division,zone,zone_name,Reservation,parks,toilets,lakes,Top Concern,2nd Concern,3rd Concern
Central,ಕೇಂದ್ರ,1,Shivajinagar,ಶಿವಾಜಿನಗರ,162,162 - Shivajinagar,1,1 - Ramaswamy Palya,ರಾಮಸ್ವಾಮಿ ಪಾಳ್ಯ,26124,13164,12960,3426,1697,1729,235,127,107,7,RO- Shivajinagar,23,ARO- Shivajinagar,Zone2,Gandhinagara,General (Women),2,2,0,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
Central,ಕೇಂದ್ರ,1,Shivajinagar,ಶಿವಾಜಿನಗರ,162,162 - Shivajinagar,2,2 - Jayamahal,ಜಯಮಹಲ್,25834,12803,12981,7101,3525,3575,243,133,111,7,RO- Shivajinagar,23,ARO- Shivajinagar,Zone2,Gandhinagara,Scheduled Caste,6,2,0,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
Central,ಕೇಂದ್ರ,1,Shivajinagar,ಶಿವಾಜಿನಗರ,162,162 - Shivajinagar,3,3 - Vasanth Nagar,ವಸಂತ ನಗರ,28272,14112,14209,3957,1956,2001,186,102,84,7,RO- Shivajinagar,24,ARO- Vasanthanagar,Zone2,Gandhinagara,"Backward Class ""A"" (Women)",5,1,0,Electrical,Road Maintenance(Engg),Solid Waste (Garbage) Related
Central,ಕೇಂದ್ರ,1,Shivajinagar,ಶಿವಾಜಿನಗರ,162,162 - Shivajinagar,4,4 - Sampangirama Nagar,ಸಂಪಂಗಿರಾಮ ನಗರ,27874,13872,14002,1810,884,926,224,92,132,7,RO- Shivajinagar,24,ARO- Vasanthanagar,Zone2,Gandhinagara,"Backward Class ""A"" (Women)",8,1,0,Electrical,Road Maintenance(Engg),Solid Waste (Garbage) Related
Central,ಕೇಂದ್ರ,1,Shivajinagar,ಶಿವಾಜಿನಗರ,162,162 - Shivajinagar,5,5 - Shivajinagar,ಶಿವಾಜಿನಗರ,25484,13018,12466,1300,619,681,127,74,53,7,RO- Shivajinagar,23,ARO- Shivajinagar,Zone2,Gandhinagara,General,0,3,0,Electrical,Road Maintenance(Engg),Solid Waste (Garbage) Related
Central,ಕೇಂದ್ರ,1,Shivajinagar,ಶಿವಾಜಿನಗರ,162,162 - Shivajinagar,6,6 - Bharathi Nagar,ಭಾರತಿ ನಗರ,24220,12305,11915,2102,1022,1080,108,52,56,7,RO- Shivajinagar,22,ARO- Halasuru,Zone2,Gandhinagara,General (Women),0,0,0,Electrical,Road Maintenance(Engg),Solid Waste (Garbage) Related
Central,ಕೇಂದ್ರ,1,Shivajinagar,ಶಿವಾಜಿನಗರ,162,162 - Shivajinagar,7,7 - K Kamaraj Ward,ಕೆ ಕಾಮರಾಜ್ ವಾರ್ಡ್,23193,11561,11632,1345,652,693,115,60,55,7,RO- Shivajinagar,22,ARO- Halasuru,Zone2,Gandhinagara,General (Women),2,1,1,Electrical,Road Maintenance(Engg),Solid Waste (Garbage) Related
Central,ಕೇಂದ್ರ,1,Shivajinagar,ಶಿವಾಜಿನಗರ,162,162 - Shivajinagar,8,8 - Halasuru,ಹಲಸೂರು,24019,12372,11647,7838,3948,3890,190,114,76,7,RO- Shivajinagar,22,ARO- Halasuru,Zone2,Gandhinagara,Scheduled Caste (Women),0,0,0,Electrical,Road Maintenance(Engg),Solid Waste (Garbage) Related
Central,ಕೇಂದ್ರ,1,C.V. Raman Nagar,ಸಿ.ವಿ. ರಾಮನ್ ನಗರ,161,161 - C.V. Raman Nagar,9,9 - Hoysala Nagara Central,ಹೊಯ್ಸಳ ನಗರ ಕೇಂದ್ರ,27798,13720,14078,11211,5530,5681,384,193,190,1,RO- Indiranagar,1,ARO- Indiranagar,Zone1,C.V. Raman Nagar,Scheduled Caste,8,1,0,Electrical,Road Maintenance(Engg),Solid Waste (Garbage) Related
Central,ಕೇಂದ್ರ,1,C.V. Raman Nagar,ಸಿ.ವಿ. ರಾಮನ್ ನಗರ,161,161 - C.V. Raman Nagar,10,10 - Cox Town,ಕಾಕ್ಸ್ ಟೌನ್,21026,10550,10477,6341,3203,3137,177,90,87,1,RO- Indiranagar,1,ARO- Indiranagar,Zone1,C.V. Raman Nagar,General,0,0,1,Electrical,Road Maintenance(Engg),Solid Waste (Garbage) Related
Central,ಕೇಂದ್ರ,1,C.V. Raman Nagar,ಸಿ.ವಿ. ರಾಮನ್ ನಗರ,161,161 - C.V. Raman Nagar,11,11 - Old Baiyappanahalli,ಹಳೆ ಬೈಯಪ್ಪನಹಳ್ಳಿ,18858,9572,9126,9696,4922,4775,336,179,157,1,RO- Indiranagar,2,ARO- Kasturi Nagar,Zone1,C.V. Raman Nagar,Scheduled Caste (Women),0,0,1,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
Central,ಕೇಂದ್ರ,1,C.V. Raman Nagar,ಸಿ.ವಿ. ರಾಮನ್ ನಗರ,161,161 - C.V. Raman Nagar,12,12 - Kasturi Nagar,ಕಸ್ತೂರಿ ನಗರ,19331,10078,9313,2175,1083,1092,273,149,124,1,RO- Indiranagar,2,ARO- Kasturi Nagar,Zone1,C.V. Raman Nagar,"Backward Class ""B""",3,0,3,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
Central,ಕೇಂದ್ರ,1,C.V. Raman Nagar,ಸಿ.ವಿ. ರಾಮನ್ ನಗರ,161,161 - C.V. Raman Nagar,13,13 - Krishnaiahnapalya,ಕೃಷ್ಣಯ್ಯನ ಪಾಳ್ಯ,19302,10744,8558,3104,1576,1528,706,386,319,1,RO- Indiranagar,2,ARO- Kasturi Nagar,Zone1,C.V. Raman Nagar,"Backward Class ""A"" (Women)",1,0,0,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
Central,ಕೇಂದ್ರ,1,C.V. Raman Nagar,ಸಿ.ವಿ. ರಾಮನ್ ನಗರ,161,161 - C.V. Raman Nagar,14,14 - Nagavarapalya,ನಾಗವಾರಪಾಳ್ಯ,24875,13128,11747,2996,1537,1459,452,238,214,2,RO- Jeevan Bhimanagar,4,ARO- Kaggadasapura,Zone1,C.V. Raman Nagar,General,1,0,0,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
Central,ಕೇಂದ್ರ,1,C.V. Raman Nagar,ಸಿ.ವಿ. ರಾಮನ್ ನಗರ,161,161 - C.V. Raman Nagar,15,15 - Indiranagar,ಇಂದಿರಾನಗರ,19324,9711,9613,3803,1930,1873,224,115,109,1,RO- Indiranagar,1,ARO- Indiranagar,Zone1,C.V. Raman Nagar,General (Women),3,1,1,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
Central,ಕೇಂದ್ರ,1,C.V. Raman Nagar,ಸಿ.ವಿ. ರಾಮನ್ ನಗರ,161,161 - C.V. Raman Nagar,16,16 - New Thippasandra,ನ್ಯೂ ತಿಪ್ಪಸಂದ್ರ,27969,14607,13361,3183,1633,1550,560,293,267,2,RO- Jeevan Bhimanagar,3,ARO- Jeevan Bhimanagar,Zone1,C.V. Raman Nagar,General (Women),2,0,2,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
Central,ಕೇಂದ್ರ,1,C.V. Raman Nagar,ಸಿ.ವಿ. ರಾಮನ್ ನಗರ,161,161 - C.V. Raman Nagar,17,17 - Kaggadasapura,ಕಗ್ಗದಾಸಪುರ,20794,10675,10119,983,492,491,324,159,165,2,RO- Jeevan Bhimanagar,4,ARO- Kaggadasapura,Zone1,C.V. Raman Nagar,"Backward Class ""A""",0,0,1,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
Central,ಕೇಂದ್ರ,1,C.V. Raman Nagar,ಸಿ.ವಿ. ರಾಮನ್ ನಗರ,161,161 - C.V. Raman Nagar,18,18 - G.M Palya,ಜಿ.ಎಂ. ಪಾಳ್ಯ,20579,10695,9884,1024,534,490,277,139,138,2,RO- Jeevan Bhimanagar,4,ARO- Kaggadasapura,Zone1,C.V. Raman Nagar,General (Women),0,0,0,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
Central,ಕೇಂದ್ರ,1,C.V. Raman Nagar,ಸಿ.ವಿ. ರಾಮನ್ ನಗರ,161,161 - C.V. Raman Nagar,19,19 - Jeevan Bhimanagar,ಜೀವನ್ ಭೀಮನಗರ,27299,13789,13510,6352,3174,3178,463,233,230,2,RO- Jeevan Bhimanagar,3,ARO- Jeevan Bhimanagar,Zone1,C.V. Raman Nagar,"Backward Class ""A""",2,0,0,Solid Waste (Garbage) Related,Electrical,Road Maintenance(Engg)
Central,ಕೇಂದ್ರ,1,C.V. Raman Nagar,ಸಿ.ವಿ. ರಾಮನ್ ನಗರ,161,161 - C.V. Raman Nagar,20,20 - Kodihalli,ಕೋಡಿಹಳ್ಳಿ,24057,12236,11821,3836,1904,1931,323,163,160,2,RO- Jeevan Bhimanagar,5,ARO- Konena Agrahara,Zone1,C.V. Raman Nagar,General,1,0,0,Solid Waste (Garbage) Related,Electrical,Road Maintenance(Engg)
Central,ಕೇಂದ್ರ,1,C.V. Raman Nagar,ಸಿ.ವಿ. ರಾಮನ್ ನಗರ,161,161 - C.V. Raman Nagar,21,21 - Konena Agrahara,ಕೋನೇನ ಅಗ್ರಹಾರ,26714,14128,12587,3873,1959,1914,251,126,125,2,RO- Jeevan Bhimanagar,5,ARO- Konena Agrahara,Zone1,C.V. Raman Nagar,General (Women),0,0,1,Solid Waste (Garbage) Related,Electrical,Road Maintenance(Engg)
Central,ಕೇಂದ್ರ,1,Shanthinagar,ಶಾಂತಿನಗರ,163,163 - Shanthinagar,22,22 - Domluru,ದೊಮ್ಮಲೂರು,19982,10120,9862,2790,1392,1398,542,272,270,6,RO - Shanthinagar,18,ARO- Domluru,Zone1,C.V. Raman Nagar,"Backward Class ""B"" (Women)",4,1,0,Electrical,Road Maintenance(Engg),Solid Waste (Garbage) Related
Central,ಕೇಂದ್ರ,1,Shanthinagar,ಶಾಂತಿನಗರ,163,163 - Shanthinagar,23,23 - Jogpalya,ಜೋಗಪಾಳ್ಯ,25803,12923,12879,2746,1376,1370,389,189,199,6,RO - Shanthinagar,18,ARO- Domluru,Zone1,C.V. Raman Nagar,General (Women),3,0,0,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
Central,ಕೇಂದ್ರ,1,Shanthinagar,ಶಾಂತಿನಗರ,163,163 - Shanthinagar,24,24 - Agaram,ಅಗರಂ,28081,14088,13993,7580,3709,3871,530,272,258,6,RO - Shanthinagar,18,ARO- Domluru,Zone1,C.V. Raman Nagar,Scheduled Caste,2,1,1,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
Central,ಕೇಂದ್ರ,1,Shanthinagar,ಶಾಂತಿನಗರ,163,163 - Shanthinagar,25,25 - Ashokanagar,ಅಶೋಕನಗರ,21804,10895,10909,1987,931,1056,311,137,174,6,RO - Shanthinagar,21,ARO- Shanthinagar,Zone1,C.V. Raman Nagar,"Backward Class ""B"" (Women)",4,2,0,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
Central,ಕೇಂದ್ರ,1,Shanthinagar,ಶಾಂತಿನಗರ,163,163 - Shanthinagar,26,26 - Vannarpet,ವನ್ನಾರ್‌ಪೇಟೆ,22858,11322,11536,10884,5390,5493,1139,575,564,6,RO - Shanthinagar,20,ARO- Neelasandra,Zone1,C.V. Raman Nagar,Scheduled Tribes,1,0,0,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
Central,ಕೇಂದ್ರ,1,Shanthinagar,ಶಾಂತಿನಗರ,163,163 - Shanthinagar,27,27 - Ambedkarnagar,ಅಂಬೇಡ್ಕರ್‌ನಗರ,27816,14227,13589,11069,5507,5562,481,251,230,6,RO - Shanthinagar,20,ARO- Neelasandra,Zone1,C.V. Raman Nagar,Scheduled Caste,1,0,0,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
Central,ಕೇಂದ್ರ,1,Shanthinagar,ಶಾಂತಿನಗರ,163,163 - Shanthinagar,28,28 - Neelasandra,ನೀಲಸಂದ್ರ,24853,13017,11836,1660,843,817,190,81,108,6,RO - Shanthinagar,20,ARO- Neelasandra,Zone1,C.V. Raman Nagar,"Backward Class ""A"" (Women)",0,0,0,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
Central,ಕೇಂದ್ರ,1,Shanthinagar,ಶಾಂತಿನಗರ,163,163 - Shanthinagar,29,29 - Austin Town,ಆಸ್ಟಿನ್ ಟೌನ್,19730,9923,9807,4604,2294,2309,163,76,87,6,RO - Shanthinagar,19,ARO- Vinayakanagar,Zone1,C.V. Raman Nagar,"Backward Class ""A""",0,0,0,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
Central,ಕೇಂದ್ರ,1,Shanthinagar,ಶಾಂತಿನಗರ,163,163 - Shanthinagar,30,30 - Vinayakanagar,ವಿನಾಯಕನಗರ,21367,11262,10104,3001,1489,1512,373,185,188,6,RO - Shanthinagar,19,ARO- Vinayakanagar,Zone1,C.V. Raman Nagar,General (Women),0,0,0,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
Central,ಕೇಂದ್ರ,1,Shanthinagar,ಶಾಂತಿನಗರ,163,163 - Shanthinagar,31,31 - Shanthinagar,ಶಾಂತಿನಗರ,24474,12212,12263,3689,1791,1898,261,134,127,6,RO - Shanthinagar,21,ARO- Shanthinagar,Zone1,C.V. Raman Nagar,"Backward Class ""B""",1,0,0,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
Central,ಕೇಂದ್ರ,1,Chickpet,ಚಿಕ್ಕಪೇಟೆ,169,169 - Chickpet,32,32 - SilverJubilee Park Ward,ಸಿಲ್ವರ್ ಜುಬಿಲಿ ಪಾರ್ಕ್ ವಾರ್ಡ್,18858,9562,9176,6825,3344,3481,233,104,129,4,RO - Chickpet,11,ARO- Dharmaraya Swamy Temple,Zone2,Gandhinagara,Scheduled Caste (Women),0,2,0,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
Central,ಕೇಂದ್ರ,1,Chickpet,ಚಿಕ್ಕಪೇಟೆ,169,169 - Chickpet,33,33 - Dharmaraya Swamy Temple Ward,ಧರ್ಮರಾಯ ಸ್ವಾಮಿ ದೇವಸ್ಥಾನ ವಾರ್ಡ್,18905,9868,9092,677,334,343,131,70,62,4,RO - Chickpet,11,ARO- Dharmaraya Swamy Temple,Zone2,Gandhinagara,General (Women),4,7,0,Electrical,Road Maintenance(Engg),Solid Waste (Garbage) Related
Central,ಕೇಂದ್ರ,1,Chickpet,ಚಿಕ್ಕಪೇಟೆ,169,169 - Chickpet,34,34 - D.V Gundappa Ward,ಡಿ.ವಿ. ಗುಂಡಪ್ಪ ವಾರ್ಡ್,20279,10418,9986,5426,2672,2754,102,47,55,4,RO - Chickpet,11,ARO- Dharmaraya Swamy Temple,Zone2,Gandhinagara,General,0,7,0,Electrical,Road Maintenance(Engg),Solid Waste (Garbage) Related
Central,ಕೇಂದ್ರ,1,Chickpet,ಚಿಕ್ಕಪೇಟೆ,169,169 - Chickpet,35,35 - Hombegowda Nagara,ಹೊಂಬೇಗೌಡ ನಗರ,18866,9795,9011,1898,948,950,238,126,112,4,RO - Chickpet,12,ARO- Hombegowda Nagar,Zone2,Gandhinagara,General,2,7,0,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
Central,ಕೇಂದ್ರ,1,Chickpet,ಚಿಕ್ಕಪೇಟೆ,169,169 - Chickpet,36,36 - Someshwara Nagara,ಸೋಮೇಶ್ವರ ನಗರ,18863,9580,9243,1521,754,767,335,163,172,4,RO - Chickpet,12,ARO- Hombegowda Nagar,Zone2,Gandhinagara,General (Women),1,2,0,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
Central,ಕೇಂದ್ರ,1,Chickpet,ಚಿಕ್ಕಪೇಟೆ,169,169 - Chickpet,37,37 - BHEL Ward,ಬಿಎಚ್‌ಇಎಲ್ ವಾರ್ಡ್,19336,9975,9361,3201,1685,1516,355,185,170,4,RO - Chickpet,12,ARO- Hombegowda Nagar,Zone2,Gandhinagara,"Backward Class ""A""",0,0,1,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
Central,ಕೇಂದ್ರ,1,Chickpet,ಚಿಕ್ಕಪೇಟೆ,169,169 - Chickpet,38,38 - Kanakanapalya,ಕನಕನಪಾಳ್ಯ,20054,10042,10053,2136,1045,1091,285,140,145,4,RO - Chickpet,10,ARO- Ashoka Pillar,Zone2,Gandhinagara,"Backward Class ""A""",3,3,0,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
Central,ಕೇಂದ್ರ,1,Chickpet,ಚಿಕ್ಕಪೇಟೆ,169,169 - Chickpet,39,39 - Venkat Reddy Nagara,ವೆಂಕಟ ರೆಡ್ಡಿ ನಗರ,18888,9496,9392,5627,2799,2829,419,211,208,4,RO - Chickpet,10,ARO- Ashoka Pillar,Zone2,Gandhinagara,General,0,1,0,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
Central,ಕೇಂದ್ರ,1,Chickpet,ಚಿಕ್ಕಪೇಟೆ,169,169 - Chickpet,40,40 - Ashoka Pillar,ಅಶೋಕ ಪಿಲ್ಲರ್‌,18989,9563,9426,748,376,372,399,202,197,4,RO - Chickpet,10,ARO- Ashoka Pillar,Zone2,Gandhinagara,General,1,4,1,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
Central,ಕೇಂದ್ರ,1,Chickpet,ಚಿಕ್ಕಪೇಟೆ,169,169 - Chickpet,41,41 - V.V Puram,ವಿ.ವಿ. ಪುರಂ,19813,9965,9848,1271,615,655,481,238,243,4,RO - Chickpet,13,ARO- V.V Puram,Zone2,Gandhinagara,General (Women),5,3,0,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
Central,ಕೇಂದ್ರ,1,Chickpet,ಚಿಕ್ಕಪೇಟೆ,169,169 - Chickpet,42,42 - Sunkenahalli,ಸುಂಕೇನಹಳ್ಳಿ,21179,10743,10436,273,154,119,131,65,67,4,RO - Chickpet,13,ARO- V.V Puram,Zone2,Gandhinagara,General (Women),9,8,0,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
Central,ಕೇಂದ್ರ,1,Chickpet,ಚಿಕ್ಕಪೇಟೆ,169,169 - Chickpet,43,43 - Devaraj Urs Ward,ದೇವರಾಜ ಅರಸು ವಾರ್ಡ್‌,19525,9934,9592,1201,594,607,247,118,129,4,RO - Chickpet,13,ARO- V.V Puram,Zone2,Gandhinagara,General,3,2,0,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
Central,ಕೇಂದ್ರ,1,Chamrajapet,ಚಾಮರಾಜಪೇಟೆ,168,168 - Chamrajapet,44,44 - Chamarajpet,ಚಾಮರಾಜಪೇಟೆ,25619,13095,12523,668,374,294,379,213,167,3,RO - Chamrajapet,7,ARO- Chamarajpet,Zone2,Gandhinagara,General,1,2,0,Electrical,Road Maintenance(Engg),Solid Waste (Garbage) Related
Central,ಕೇಂದ್ರ,1,Chamrajapet,ಚಾಮರಾಜಪೇಟೆ,168,168 - Chamrajapet,45,45 - K.R Market,ಕೆ.ಆರ್. ಮಾರುಕಟ್ಟೆ,22413,11685,10728,4963,2481,2482,251,119,133,3,RO - Chamrajapet,7,ARO- Chamarajpet,Zone2,Gandhinagara,"Backward Class ""A""",0,1,0,Solid Waste (Garbage) Related,Road Maintenance(Engg),Electrical
Central,ಕೇಂದ್ರ,1,Chamrajapet,ಚಾಮರಾಜಪೇಟೆ,168,168 - Chamrajapet,46,46 - Cheluvadi Palya,ಚೆಲುವಾದಿ ಪಾಳ್ಯ,21019,10603,10415,10480,5197,5284,192,92,100,3,RO - Chamrajapet,7,ARO- Chamarajpet,Zone2,Gandhinagara,Scheduled Caste (Women),0,0,0,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
Central,ಕೇಂದ್ರ,1,Chamrajapet,ಚಾಮರಾಜಪೇಟೆ,168,168 - Chamrajapet,47,47 - IPD Salappa Ward,ಐಪಿಡಿ ಸಾಲಪ್ಪ ವಾರ್ಡ್,20622,10479,10143,10739,5314,5425,219,116,103,3,RO - Chamrajapet,6,ARO- Azad Nagar,Zone2,Gandhinagara,Scheduled Caste (Women),2,0,0,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
Central,ಕೇಂದ್ರ,1,Chamrajapet,ಚಾಮರಾಜಪೇಟೆ,168,168 - Chamrajapet,48,48 - Azad Nagar,ಆಜಾದ್ ನಗರ,20270,10260,10010,1446,737,709,956,479,477,3,RO - Chamrajapet,6,ARO- Azad Nagar,Zone2,Gandhinagara,General,2,0,0,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
Central,ಕೇಂದ್ರ,1,Chamrajapet,ಚಾಮರಾಜಪೇಟೆ,168,168 - Chamrajapet,49,49 - Kasturbha Nagar,ಕಸ್ತೂರ ಬಾ ವಾರ್ಡ್‌,24488,12516,11971,1425,697,728,672,331,341,3,RO - Chamrajapet,6,ARO- Azad Nagar,Zone2,Gandhinagara,"Backward Class ""A"" (Women)",0,0,0,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
Central,ಕೇಂದ್ರ,1,Chamrajapet,ಚಾಮರಾಜಪೇಟೆ,168,168 - Chamrajapet,50,50 - JJR Nagara,ಜೆಜೆಆರ್ ನಗರ,27850,14231,13618,3716,1864,1852,300,155,145,3,RO - Chamrajapet,8,ARO- JJR Nagar,Zone2,Gandhinagara,General (Women),0,0,0,Solid Waste (Garbage) Related,Electrical,Road Maintenance(Engg)
Central,ಕೇಂದ್ರ,1,Chamrajapet,ಚಾಮರಾಜಪೇಟೆ,168,168 - Chamrajapet,51,51 - Old Guddadahalli,ಹಳೆ ಗುಡ್ಡದಹಳ್ಳಿ,25228,12965,12263,739,360,379,43,23,20,3,RO - Chamrajapet,8,ARO- JJR Nagar,Zone2,Gandhinagara,General (Women),0,0,0,Electrical,Road Maintenance(Engg),Solid Waste (Garbage) Related
Central,ಕೇಂದ್ರ,1,Chamrajapet,ಚಾಮರಾಜಪೇಟೆ,168,168 - Chamrajapet,52,52 - Padarayanapura,ಪಾದರಾಯನಪುರ,25833,13312,12521,364,182,182,128,71,57,3,RO - Chamrajapet,9,ARO- Padarayanapura,Zone2,Gandhinagara,General,0,0,0,Electrical,Road Maintenance(Engg),Solid Waste (Garbage) Related
Central,ಕೇಂದ್ರ,1,Chamrajapet,ಚಾಮರಾಜಪೇಟೆ,168,168 - Chamrajapet,53,53 - Rayapuram,ರಾಯಪುರಂ,23438,11837,11601,12602,6322,6280,287,150,137,3,RO - Chamrajapet,9,ARO- Padarayanapura,Zone2,Gandhinagara,Scheduled Caste,1,0,0,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
Central,ಕೇಂದ್ರ,1,Gandhinagara,ಗಾಂಧಿನಗರ,164,164 - Gandhinagara,54,54 - Binnypete,ಬಿನ್ನಿಪೇಟೆ,25018,12854,12164,5512,2802,2710,583,293,290,5,RO - Gandhinagara,14,ARO- Binnypete,Zone2,Gandhinagara,General,0,0,0,Electrical,Road Maintenance(Engg),Solid Waste (Garbage) Related
Central,ಕೇಂದ್ರ,1,Gandhinagara,ಗಾಂಧಿನಗರ,164,164 - Gandhinagara,55,55 - Bhuvaneshwari Nagar,ಭುವನೇಶ್ವರಿ ನಗರ,19936,10174,9762,1586,837,749,670,336,333,5,RO - Gandhinagara,14,ARO- Binnypete,Zone2,Gandhinagara,"Backward Class ""A""",1,0,0,Electrical,Road Maintenance(Engg),Solid Waste (Garbage) Related
Central,ಕೇಂದ್ರ,1,Gandhinagara,ಗಾಂಧಿನಗರ,164,164 - Gandhinagara,56,56 - Gopalpura,ಗೋಪಾಲಪುರ,26986,13789,13197,6655,3307,3348,338,177,161,5,RO - Gandhinagara,14,ARO- Binnypete,Zone2,Gandhinagara,"Backward Class ""A""",2,3,0,Electrical,Road Maintenance(Engg),Solid Waste (Garbage) Related
Central,ಕೇಂದ್ರ,1,Gandhinagara,ಗಾಂಧಿನಗರ,164,164 - Gandhinagara,57,57 - Cottonpete,ಕಾಟನ್‌ಪೇಟೆ,27147,14426,12720,871,436,435,193,108,85,5,RO - Gandhinagara,15,ARO- Chickpete,Zone2,Gandhinagara,General,2,1,0,Electrical,Road Maintenance(Engg),Solid Waste (Garbage) Related
Central,ಕೇಂದ್ರ,1,Gandhinagara,ಗಾಂಧಿನಗರ,164,164 - Gandhinagara,58,58 - Chickpete,ಚಿಕ್ಕಪೇಟೆ,27619,14812,12806,245,121,124,158,88,70,5,RO - Gandhinagara,15,ARO- Chickpete,Zone2,Gandhinagara,General (Women),0,0,0,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
Central,ಕೇಂದ್ರ,1,Gandhinagara,ಗಾಂಧಿನಗರ,164,164 - Gandhinagara,59,59 - Nehru Nagar,ನೆಹರು ನಗರ,25780,14248,11532,6345,3194,3150,255,149,106,5,RO - Gandhinagara,15,ARO- Chickpete,Zone2,Gandhinagara,"Backward Class ""A"" (Women)",9,0,0,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
Central,ಕೇಂದ್ರ,1,Gandhinagara,ಗಾಂಧಿನಗರ,164,164 - Gandhinagara,60,60 - Seshadripuram,ಶೇಷಾದ್ರಿಪುರಂ,19052,9810,9242,1790,897,893,178,93,85,5,RO - Gandhinagara,17,ARO- Sheshadripuram,Zone2,Gandhinagara,General,1,3,0,Electrical,Road Maintenance(Engg),Solid Waste (Garbage) Related
Central,ಕೇಂದ್ರ,1,Gandhinagara,ಗಾಂಧಿನಗರ,164,164 - Gandhinagara,61,61 - Dattatreya Ward,ದತ್ತಾತ್ರೇಯ ವಾರ್ಡ್,19627,9950,9677,3220,1611,1609,300,147,152,5,RO - Gandhinagara,17,ARO- Sheshadripuram,Zone2,Gandhinagara,General,0,5,0,Electrical,Road Maintenance(Engg),Solid Waste (Garbage) Related
Central,ಕೇಂದ್ರ,1,Gandhinagara,ಗಾಂಧಿನಗರ,164,164 - Gandhinagara,62,62 - Swatantra Palya Ward,ಸ್ವತಂತ್ರ ಪಾಳ್ಯ ವಾರ್ಡ್,28137,14255,13883,12723,6443,6280,367,198,170,5,RO - Gandhinagara,16,ARO- Okalipuram,Zone2,Gandhinagara,Scheduled Caste,1,15,0,Electrical,Road Maintenance(Engg),Solid Waste (Garbage) Related
Central,ಕೇಂದ್ರ,1,Gandhinagara,ಗಾಂಧಿನಗರ,164,164 - Gandhinagara,63,63 - Okalipuram,ಓಕಳಿಪುರಂ,27815,14222,13593,3976,1968,2007,245,112,133,5,RO - Gandhinagara,16,ARO- Okalipuram,Zone2,Gandhinagara,"Backward Class ""A"" (Women)",1,6,0,Electrical,Road Maintenance(Engg),Forest
North,ಉತ್ತರ,2,Yelahanka,ಯಲಹಂಕ,150,150 - Yelahanka,1,1 - Raja Kempegowda ward,ರಾಜ ಕೆಂಪೇಗೌಡ ವಾರ್ಡ್,21561,11217,10344,2143,1080,1063,681,327,353,11,RO- Yelahanka,29,ARO- Yelahanka Old Town,Zone2,Yelahanka,"Backward Class ""B""",0,6,0,Electrical,Solid Waste (Garbage) Related,Road Maintenance(Engg)
